date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2019-02-17,1,-3,0.6,7.0,1,1,90,03:55 PM,05:57 AM,07:19 AM,06:05 PM,-6,-5,-1,-5,18,51,70,0.7,1017,1,13,144,8
2019-02-18,-2,-5,0.1,10.9,1,1,97,05:10 PM,06:48 AM,07:18 AM,06:06 PM,-8,-7,-3,-7,17,49,72,0.1,1022,-2,11,203,10
2019-02-19,-3,-7,0.1,8.5,1,1,100,06:26 PM,07:33 AM,07:17 AM,06:07 PM,-10,-9,-4,-9,12,49,67,0.3,1024,-3,10,276,11
2019-02-20,-2,-6,0.3,8.5,1,1,88,07:42 PM,08:11 AM,07:15 AM,06:08 PM,-9,-9,-3,-9,18,59,63,0.4,1015,-2,9,163,18
2019-02-21,0,-6,0.2,10.1,1,1,80,08:56 PM,08:46 AM,07:14 AM,06:09 PM,-8,-7,-3,-7,16,44,67,0.2,1011,0,9,45,11
2019-02-22,-2,-6,0.2,10.1,1,1,73,10:07 PM,09:19 AM,07:12 AM,06:10 PM,-9,-8,-3,-8,10,48,68,0.2,1018,-2,10,233,11
2019-02-23,0,-7,0.0,11.0,1,1,65,11:16 PM,09:51 AM,07:11 AM,06:12 PM,-9,-8,-3,-8,18,17,62,0.0,1026,0,19,176,12
2019-02-24,6,-5,0.0,11.0,1,1,57,No moonrise,10:23 AM,07:09 AM,06:13 PM,-8,-4,1,-4,30,19,53,0.0,1023,6,10,159,18
2019-02-25,8,-2,0.9,10.1,1,1,50,12:23 AM,10:58 AM,07:08 AM,06:14 PM,-4,2,5,2,34,52,54,1.0,1016,8,9,151,22
2019-02-26,11,6,0.0,8.6,1,1,42,01:27 AM,11:36 AM,07:06 AM,06:15 PM,-2,6,9,6,37,67,47,1.2,1016,11,7,146,26
2019-02-27,9,5,0.0,7.1,1,1,35,02:27 AM,12:17 PM,07:05 AM,06:16 PM,-1,6,8,6,31,45,53,2.0,1018,9,10,148,18
2019-02-28,9,4,0.0,7.1,1,1,27,03:23 AM,01:02 PM,07:03 AM,06:17 PM,1,5,7,5,22,47,66,1.7,1014,9,9,182,17
2019-03-01,5,2,0.0,11.2,1,1,26,04:14 AM,01:52 PM,07:02 AM,06:18 PM,-1,2,5,2,5,39,68,0.3,1017,5,9,160,9
2019-03-02,5,-4,0.6,10.1,1,1,19,04:59 AM,02:45 PM,07:00 AM,06:20 PM,1,1,4,1,8,58,75,1.7,1015,5,9,200,10
2019-03-03,4,-1,0.4,10.2,1,1,12,05:40 AM,03:41 PM,06:59 AM,06:21 PM,-1,0,3,0,7,45,76,0.5,1017,4,9,254,10
2019-03-04,4,-3,0.0,11.6,1,1,4,06:15 AM,04:38 PM,06:57 AM,06:22 PM,-4,-2,1,-2,7,10,67,0.0,1020,4,10,270,10
2019-03-05,10,-5,0.0,10.2,1,1,0,06:47 AM,05:36 PM,06:55 AM,06:23 PM,-5,-0,3,-0,18,38,59,0.9,1023,10,10,134,11
2019-03-06,11,0,0.0,8.7,1,1,0,07:16 AM,06:34 PM,06:54 AM,06:24 PM,2,6,8,6,25,59,67,2.0,1011,11,9,162,19
2019-03-07,10,7,0.0,8.7,1,1,3,07:43 AM,07:33 PM,06:52 AM,06:25 PM,3,7,9,7,15,61,69,5.0,1007,10,10,210,17
2019-03-08,7,3,7.9,5.9,1,1,10,08:09 AM,08:32 PM,06:51 AM,06:26 PM,1,3,6,3,17,70,68,13.8,1010,7,7,205,16
2019-03-09,4,0,0.1,11.6,1,1,17,08:35 AM,09:32 PM,06:49 AM,06:27 PM,-4,-1,3,-1,6,38,61,0.1,1018,4,10,144,13
2019-03-10,7,-3,0.1,10.2,1,1,24,09:03 AM,10:33 PM,06:47 AM,06:29 PM,-5,-1,3,-1,16,48,59,0.1,1018,7,10,72,12
2019-03-11,7,1,0.0,11.6,1,1,32,09:34 AM,11:36 PM,06:46 AM,06:30 PM,-2,1,5,1,10,17,64,0.0,1011,7,10,255,11
2019-03-12,11,1,0.0,11.6,1,1,39,10:07 AM,No moonset,06:44 AM,06:31 PM,-3,3,5,3,11,8,59,0.0,1012,11,10,262,8
2019-03-13,0,-4,3.1,8.8,1,1,46,10:47 AM,12:39 AM,06:43 AM,06:32 PM,-4,-4,0,-4,19,79,75,4.9,1010,0,7,294,16
2019-03-14,2,-5,0.1,10.2,1,1,54,11:34 AM,01:44 AM,06:41 AM,06:33 PM,-5,-4,-1,-4,10,41,72,0.2,1028,2,10,300,8
2019-03-15,6,-3,0.0,11.6,1,1,61,12:29 PM,02:45 AM,06:39 AM,06:34 PM,-7,-1,1,-1,11,3,57,0.0,1032,6,10,249,7
2019-03-16,9,0,0.0,11.6,1,1,68,01:33 PM,03:44 AM,06:38 AM,06:35 PM,-5,3,4,3,8,2,53,0.0,1028,9,11,269,5
2019-03-17,12,2,0.0,11.6,1,1,75,02:43 PM,04:36 AM,06:36 AM,06:36 PM,-4,5,6,5,10,2,50,0.0,1025,12,20,263,6
2019-03-18,11,3,0.0,8.8,1,1,83,03:57 PM,05:22 AM,06:34 AM,06:37 PM,-5,6,7,6,10,44,45,0.0,1024,11,20,268,6
2019-03-19,12,4,0.0,11.6,1,1,90,05:13 PM,06:03 AM,06:33 AM,06:38 PM,-4,8,8,8,9,0,44,0.0,1024,12,10,283,6
2019-03-20,15,2,0.0,10.2,1,1,97,06:28 PM,06:39 AM,06:31 AM,06:39 PM,-7,6,8,6,20,20,38,0.0,1022,15,10,97,11
2019-03-21,12,6,0.0,10.2,1,1,100,07:42 PM,07:13 AM,06:29 AM,06:40 PM,-2,5,8,5,21,49,51,1.4,1016,12,10,119,12
2019-03-22,8,5,0.0,10.2,1,1,88,08:54 PM,07:46 AM,06:28 AM,06:42 PM,1,4,6,4,16,65,66,1.6,1016,8,9,179,12
2019-03-23,12,4,0.0,11.6,1,1,81,10:04 PM,08:18 AM,06:26 AM,06:43 PM,1,6,8,6,11,40,63,0.2,1018,12,10,194,8
2019-03-24,9,5,0.0,10.2,1,1,74,11:12 PM,08:53 AM,06:24 AM,06:44 PM,-0,5,7,5,15,49,62,4.0,1020,9,10,305,10
2019-03-25,14,1,0.0,11.6,1,1,66,No moonrise,09:31 AM,06:23 AM,06:45 PM,-5,5,7,5,16,25,46,0.0,1026,14,10,128,9
2019-03-26,18,5,0.0,8.9,1,1,59,12:15 AM,10:11 AM,06:21 AM,06:46 PM,-5,9,11,9,22,51,35,0.0,1018,18,10,192,12
2019-03-27,19,7,0.0,11.6,1,1,52,01:15 AM,10:56 AM,06:19 AM,06:47 PM,-6,11,13,11,28,32,29,0.0,1013,19,11,177,16
2019-03-28,12,6,0.0,7.5,1,1,45,02:09 AM,11:45 AM,06:18 AM,06:48 PM,-2,7,9,7,22,64,48,3.6,1015,12,18,327,14
2019-03-29,8,4,0.0,10.2,1,1,37,02:57 AM,12:38 PM,06:16 AM,06:49 PM,-2,4,6,4,9,44,59,0.9,1021,8,16,285,7
2019-03-30,9,2,0.0,11.6,1,1,30,03:40 AM,01:33 PM,06:14 AM,06:50 PM,-4,4,6,4,11,30,51,0.0,1027,9,19,279,7
2019-03-31,10,1,0.0,11.6,1,1,26,04:16 AM,02:30 PM,06:13 AM,06:51 PM,-7,4,5,4,10,2,42,0.0,1026,10,10,256,7
2019-04-01,14,3,0.0,11.6,1,1,9,04:49 AM,03:28 PM,06:11 AM,06:52 PM,-5,7,8,7,11,26,40,0.0,1020,14,10,160,7
2019-04-02,12,7,0.0,8.9,1,1,1,05:19 AM,04:26 PM,06:10 AM,06:53 PM,-1,7,9,7,20,51,51,1.2,1011,12,9,167,13
2019-04-03,12,4,0.0,10.3,1,1,0,05:46 AM,05:25 PM,06:08 AM,06:54 PM,2,7,8,7,10,46,64,0.7,1011,12,9,291,7
2019-04-04,17,6,0.0,11.6,1,1,0,06:12 AM,06:24 PM,06:06 AM,06:55 PM,1,10,11,10,17,18,50,0.0,1014,17,10,172,10
2019-04-05,16,9,0.0,11.6,1,1,0,06:39 AM,07:25 PM,06:05 AM,06:56 PM,0,11,12,11,19,18,44,0.0,1009,16,10,195,11
2019-04-06,13,7,0.0,10.3,1,1,6,07:06 AM,08:26 PM,06:03 AM,06:57 PM,1,9,10,9,13,33,56,0.6,1014,13,9,279,9
2019-04-07,17,6,0.0,11.6,1,1,14,07:36 AM,09:30 PM,06:02 AM,06:59 PM,-1,10,11,10,20,10,43,0.0,1021,17,10,229,12
2019-04-08,19,9,0.0,13.0,1,1,21,08:08 AM,10:34 PM,06:00 AM,07:00 PM,0,13,14,13,15,7,40,0.0,1020,19,10,233,9
2019-04-09,11,5,0.0,9.6,1,1,29,08:46 AM,11:38 PM,05:58 AM,07:01 PM,2,8,10,8,19,57,60,8.6,1010,11,9,260,12
2019-04-10,5,-2,1.3,9.6,1,1,36,09:31 AM,No moonset,05:57 AM,07:02 PM,-1,-0,4,-0,22,71,72,2.4,1010,5,7,312,18
2019-04-11,7,2,0.0,13.3,1,1,44,10:22 AM,12:40 AM,05:55 AM,07:03 PM,-3,2,4,2,12,32,60,0.1,1014,7,10,298,9
2019-04-12,9,2,0.0,13.3,1,1,52,11:22 AM,01:39 AM,05:54 AM,07:04 PM,-3,4,5,4,10,29,55,0.1,1012,9,10,289,7
2019-04-13,11,1,0.0,13.5,1,1,59,12:27 PM,02:31 AM,05:52 AM,07:05 PM,-3,4,6,4,11,16,51,0.0,1017,11,10,182,7
2019-04-14,12,5,0.0,9.7,1,1,67,01:38 PM,03:18 AM,05:51 AM,07:06 PM,0,6,8,6,25,46,56,1.8,1010,12,9,125,14
2019-04-15,10,5,0.0,10.9,1,1,74,02:51 PM,03:59 AM,05:49 AM,07:07 PM,5,8,9,8,11,68,74,9.0,1006,10,9,126,7
2019-04-16,9,5,0.0,9.7,1,1,82,04:04 PM,04:35 AM,05:48 AM,07:08 PM,3,7,8,7,10,59,71,3.9,1007,9,10,270,7
2019-04-17,11,2,0.0,13.6,1,1,89,05:17 PM,05:09 AM,05:46 AM,07:09 PM,-1,6,7,6,8,7,57,0.0,1021,11,10,304,5
2019-04-18,16,5,0.0,13.7,1,1,97,06:29 PM,05:41 AM,05:45 AM,07:10 PM,0,10,11,10,9,4,50,0.0,1025,16,10,273,6
2019-04-19,24,8,0.0,13.7,1,1,100,07:41 PM,06:13 AM,05:43 AM,07:11 PM,-0,15,16,15,13,13,36,0.0,1018,24,10,151,7
2019-04-20,22,12,0.0,13.7,1,1,88,08:51 PM,06:47 AM,05:42 AM,07:12 PM,-2,16,17,16,22,31,28,0.1,1007,22,10,235,12
2019-04-21,12,5,0.0,10.9,1,1,81,09:58 PM,07:23 AM,05:40 AM,07:13 PM,5,9,10,9,11,50,72,2.5,1009,12,10,289,8
2019-04-22,15,7,0.0,13.3,1,1,73,11:02 PM,08:02 AM,05:39 AM,07:14 PM,5,10,11,10,10,34,70,0.0,1018,15,10,310,8
2019-04-23,17,7,0.0,13.8,1,1,65,12:00 AM,08:46 AM,05:37 AM,07:16 PM,2,12,12,12,10,5,51,0.0,1019,17,10,253,7
2019-04-24,20,10,0.0,13.8,1,1,58,No moonrise,09:35 AM,05:36 AM,07:17 PM,4,14,15,14,11,16,48,0.1,1016,20,10,276,7
2019-04-25,20,10,0.0,13.8,1,1,50,12:52 AM,10:27 AM,05:35 AM,07:18 PM,4,16,15,16,7,8,49,0.0,1018,20,10,267,5
2019-04-26,22,12,0.0,12.2,1,1,43,01:37 AM,11:23 AM,05:33 AM,07:19 PM,5,17,18,17,24,34,47,0.6,1013,22,10,243,16
2019-04-27,19,9,0.0,13.9,1,1,35,02:16 AM,12:19 PM,05:32 AM,07:20 PM,-2,13,14,13,9,4,36,0.0,1013,19,10,255,6
2019-04-28,12,10,0.0,13.9,1,1,28,02:50 AM,01:18 PM,05:30 AM,07:21 PM,-4,10,12,10,17,5,36,0.0,1010,12,10,323,11
2019-04-29,15,4,0.0,13.9,1,1,20,03:21 AM,02:16 PM,05:29 AM,07:22 PM,-4,9,10,9,9,28,39,0.3,1011,15,10,248,6
2019-04-30,9,1,0.0,12.2,1,1,13,03:49 AM,03:14 PM,05:28 AM,07:23 PM,-1,5,7,5,13,47,54,0.6,1008,9,10,315,10
2019-05-01,9,1,0.0,14.0,1,1,12,04:15 AM,04:13 PM,05:27 AM,07:24 PM,-7,4,5,4,9,6,45,0.0,1019,9,10,301,7
2019-05-02,15,3,0.0,14.0,1,1,5,04:41 AM,05:14 PM,05:25 AM,07:25 PM,-8,8,9,8,16,3,31,0.0,1017,15,10,253,10
2019-05-03,17,6,0.0,14.0,1,1,0,05:08 AM,06:15 PM,05:24 AM,07:26 PM,-6,11,12,11,14,4,29,0.0,1016,17,10,278,9
2019-05-04,20,8,0.0,14.0,1,1,0,05:37 AM,07:20 PM,05:23 AM,07:27 PM,-3,14,15,14,18,3,30,0.0,1012,20,10,254,10
2019-05-05,22,10,0.0,14.1,1,1,2,06:08 AM,08:24 PM,05:22 AM,07:28 PM,0,15,16,15,20,3,34,0.0,1008,22,10,256,12
2019-05-06,23,11,0.0,14.1,1,1,9,06:45 AM,09:31 PM,05:20 AM,07:29 PM,-0,17,18,17,17,8,34,0.0,1008,23,10,224,10
2019-05-07,19,10,0.0,14.1,1,1,17,07:28 AM,10:35 PM,05:19 AM,07:30 PM,1,15,16,15,15,12,39,0.0,1008,19,10,264,10
2019-05-08,15,7,0.0,13.4,1,1,24,08:17 AM,11:36 PM,05:18 AM,07:31 PM,2,10,11,10,13,28,56,0.2,1012,15,10,234,9
2019-05-09,14,6,0.0,13.4,1,1,31,09:15 AM,No moonset,05:17 AM,07:32 PM,1,10,11,10,11,22,51,0.2,1013,14,10,263,8
2019-05-10,16,4,0.0,14.2,1,1,39,10:19 AM,12:30 AM,05:16 AM,07:33 PM,-2,9,10,9,16,3,45,0.0,1015,16,10,246,11
2019-05-11,19,7,0.0,14.2,1,1,46,11:28 AM,01:18 AM,05:15 AM,07:34 PM,-1,13,13,13,11,3,38,0.0,1014,19,10,264,8
2019-05-12,22,9,0.0,14.2,1,1,53,12:38 PM,02:00 AM,05:14 AM,07:35 PM,-0,15,16,15,13,1,36,0.0,1012,22,10,270,8
2019-05-13,25,13,0.0,14.2,1,1,60,01:50 PM,02:36 AM,05:13 AM,07:36 PM,-0,18,19,18,18,0,27,0.0,1012,25,10,168,11
2019-05-14,26,14,0.0,14.3,1,1,68,03:01 PM,03:10 AM,05:12 AM,07:37 PM,2,20,20,20,18,3,30,0.0,1012,26,10,196,11
2019-05-15,26,15,0.0,13.4,1,1,75,04:11 PM,03:41 AM,05:11 AM,07:38 PM,2,20,21,20,30,24,30,0.0,1008,26,10,189,19
2019-05-16,23,14,0.0,12.3,1,1,82,05:22 PM,04:12 AM,05:10 AM,07:39 PM,4,18,19,18,25,42,41,1.2,1002,23,10,168,17
2019-05-17,12,7,0.0,11.2,1,1,89,06:31 PM,04:43 AM,05:09 AM,07:40 PM,1,8,9,8,12,62,58,2.0,1006,12,10,291,9
2019-05-18,13,7,0.0,13.4,1,1,97,07:40 PM,05:18 AM,05:08 AM,07:41 PM,2,8,9,8,8,40,61,1.0,1011,13,9,278,6
2019-05-19,13,8,0.0,11.2,1,1,100,08:45 PM,05:55 AM,05:07 AM,07:42 PM,1,8,10,8,20,50,55,0.8,1004,13,9,146,13
2019-05-20,14,6,0.0,12.3,1,1,89,09:47 PM,06:37 AM,05:06 AM,07:43 PM,1,9,10,9,13,45,55,4.9,1003,14,10,263,9
2019-05-21,11,1,0.0,12.3,1,1,81,10:42 PM,07:24 AM,05:05 AM,07:44 PM,1,5,7,5,14,40,59,2.2,1003,11,10,229,10
2019-05-22,12,5,0.0,11.2,1,1,74,11:32 PM,08:15 AM,05:05 AM,07:45 PM,2,8,8,8,8,63,64,1.3,1004,12,9,312,6
2019-05-23,12,5,0.0,12.3,1,1,67,No moonrise,09:10 AM,05:04 AM,07:46 PM,2,7,9,7,11,59,62,3.3,1007,12,10,247,7
2019-05-24,16,6,0.0,12.3,1,1,60,12:14 AM,10:07 AM,05:03 AM,07:46 PM,3,9,11,9,19,51,60,1.1,1012,16,9,191,13
2019-05-25,20,9,0.0,14.5,1,1,52,12:50 AM,11:06 AM,05:02 AM,07:47 PM,2,13,15,13,21,19,45,0.1,1010,20,10,169,13
2019-05-26,21,9,0.0,10.1,1,1,45,01:23 AM,12:04 PM,05:02 AM,07:48 PM,0,15,16,15,19,61,39,0.0,1005,21,10,182,12
2019-05-27,15,9,0.0,11.2,1,1,38,01:51 AM,01:02 PM,05:01 AM,07:49 PM,4,12,12,12,9,53,59,3.7,1005,15,10,270,7
2019-05-28,14,6,0.0,11.2,1,1,31,02:18 AM,02:01 PM,05:01 AM,07:50 PM,4,9,10,9,7,50,64,2.6,1009,14,10,255,5
2019-05-29,19,8,0.0,13.4,1,1,23,02:43 AM,03:00 PM,05:00 AM,07:51 PM,4,14,14,14,11,25,54,0.2,1013,19,10,265,7
2019-05-30,22,9,0.0,14.5,1,1,16,03:10 AM,04:01 PM,04:59 AM,07:51 PM,3,15,17,15,14,16,44,0.2,1014,22,10,259,9
2019-05-31,23,11,0.0,14.5,1,1,12,03:37 AM,05:04 PM,04:59 AM,07:52 PM,4,17,18,17,16,10,44,0.0,1015,23,10,267,9
2019-06-01,23,12,0.0,13.5,1,1,0,04:07 AM,06:09 PM,04:59 AM,07:53 PM,7,18,19,18,14,28,51,1.6,1013,23,10,253,9
2019-06-02,23,12,0.0,14.5,1,1,0,04:41 AM,07:16 PM,04:58 AM,07:54 PM,7,18,19,18,12,24,49,0.2,1010,23,10,252,8
2019-06-03,24,12,0.0,14.5,1,1,0,05:22 AM,08:22 PM,04:58 AM,07:54 PM,4,18,19,18,13,7,41,0.0,1013,24,10,273,8
2019-06-04,25,13,0.0,14.5,1,1,6,06:09 AM,09:27 PM,04:57 AM,07:55 PM,4,19,20,19,14,5,37,0.0,1015,25,10,273,9
2019-06-05,26,14,0.0,14.5,1,1,13,07:06 AM,10:25 PM,04:57 AM,07:56 PM,6,20,20,20,12,4,41,0.0,1014,26,10,276,8
2019-06-06,27,16,0.0,12.4,1,1,21,08:09 AM,11:17 PM,04:57 AM,07:56 PM,7,21,21,21,23,40,41,0.1,1010,27,10,194,15
2019-06-07,25,15,0.0,13.5,1,1,28,09:18 AM,No moonset,04:56 AM,07:57 PM,7,20,21,20,22,33,50,0.7,1008,25,10,244,16
2019-06-08,16,10,0.0,14.5,1,1,36,10:29 AM,12:01 AM,04:56 AM,07:57 PM,-5,11,12,11,14,6,31,0.0,1021,16,11,337,12
2019-06-09,18,5,0.0,14.5,1,1,44,11:41 AM,12:39 AM,04:56 AM,07:58 PM,-3,11,12,11,14,0,36,0.0,1030,18,19,250,9
2019-06-10,22,9,0.0,14.5,1,1,51,12:51 PM,01:14 AM,04:56 AM,07:58 PM,0,16,17,16,12,1,36,0.0,1025,22,10,269,8
2019-06-11,24,12,0.0,14.5,1,1,59,02:01 PM,01:45 AM,04:56 AM,07:59 PM,-1,18,18,18,13,0,27,0.0,1022,24,16,273,8
2019-06-12,27,14,0.0,14.5,1,1,66,03:10 PM,02:14 AM,04:56 AM,07:59 PM,7,22,22,21,14,11,41,0.0,1018,27,20,270,8
2019-06-13,30,16,0.0,14.5,1,1,74,04:17 PM,02:45 AM,04:56 AM,08:00 PM,7,23,23,23,15,26,40,1.6,1012,30,20,252,9
2019-06-14,24,13,0.0,14.5,1,1,81,05:26 PM,03:17 AM,04:56 AM,08:00 PM,9,18,19,18,9,9,55,0.0,1011,24,19,294,7
2019-06-15,26,14,0.0,13.5,1,1,89,06:31 PM,03:52 AM,04:56 AM,08:01 PM,8,21,21,21,8,23,47,0.4,1012,26,20,283,6
2019-06-16,26,15,0.0,13.5,1,1,96,07:35 PM,04:31 AM,04:56 AM,08:01 PM,6,22,22,21,12,20,38,0.0,1011,26,20,284,8
2019-06-17,25,15,0.0,13.5,1,1,100,08:32 PM,05:16 AM,04:56 AM,08:01 PM,8,19,20,19,18,15,48,0.2,1012,25,19,251,11
2019-06-18,25,14,0.0,14.5,1,1,89,09:25 PM,06:05 AM,04:56 AM,08:02 PM,7,20,20,20,12,5,44,0.0,1014,25,18,269,8
2019-06-19,26,15,0.0,14.5,1,1,81,10:10 PM,06:59 AM,04:56 AM,08:02 PM,5,21,21,20,9,4,35,0.0,1011,26,10,277,6
2019-06-20,24,13,0.0,13.5,1,1,73,10:49 PM,07:56 AM,04:56 AM,08:02 PM,3,19,19,19,15,23,38,0.0,1008,24,10,270,10
2019-06-21,16,6,0.0,14.5,1,1,66,11:23 PM,08:54 AM,04:56 AM,08:02 PM,-3,11,12,11,15,14,37,0.0,1013,16,10,293,10
2019-06-22,17,7,0.0,14.5,1,1,58,11:53 PM,09:52 AM,04:57 AM,08:03 PM,-0,12,12,12,13,23,43,0.0,1017,17,10,307,9
2019-06-23,22,9,0.0,14.5,1,1,51,No moonrise,10:51 AM,04:57 AM,08:03 PM,-1,15,16,15,13,13,33,0.0,1016,22,10,245,8
2019-06-24,24,13,0.0,14.5,1,1,43,12:20 AM,11:49 AM,04:57 AM,08:03 PM,1,18,19,18,12,5,31,0.0,1012,24,10,298,8
2019-06-25,30,15,0.0,13.5,1,1,36,12:46 AM,12:47 PM,04:57 AM,08:03 PM,3,22,22,22,18,22,31,0.0,1009,30,10,206,12
2019-06-26,29,16,0.0,13.5,1,1,28,01:11 AM,01:47 PM,04:58 AM,08:03 PM,1,23,23,23,27,14,25,0.0,1009,29,10,188,18
2019-06-27,30,18,0.0,13.5,1,1,21,01:37 AM,02:48 PM,04:58 AM,08:03 PM,0,24,24,24,36,27,21,0.0,1011,30,10,191,23
2019-06-28,31,17,0.0,14.5,1,1,13,02:05 AM,03:51 PM,04:59 AM,08:03 PM,-2,23,23,24,29,8,18,0.0,1013,31,10,188,18
2019-06-29,28,14,0.0,14.5,1,1,6,02:37 AM,04:57 PM,04:59 AM,08:03 PM,3,22,22,22,13,8,30,0.0,1015,28,10,289,8
2019-06-30,26,19,0.0,13.5,1,1,0,03:14 AM,06:04 PM,04:59 AM,08:03 PM,8,23,23,22,28,31,39,0.2,1015,26,10,169,18
2019-07-01,30,16,0.0,14.5,1,1,0,03:59 AM,07:10 PM,05:00 AM,08:03 PM,8,23,23,23,17,1,39,0.0,1014,30,10,259,10
2019-07-02,31,19,0.0,14.5,1,1,0,04:51 AM,08:13 PM,05:00 AM,08:03 PM,3,25,25,26,17,6,24,0.0,1009,31,10,256,11
2019-07-03,28,17,0.0,14.5,1,1,2,05:53 AM,09:09 PM,05:01 AM,08:02 PM,7,24,24,23,14,8,37,0.0,1008,28,10,295,9
2019-07-04,25,12,0.0,11.4,1,1,9,07:02 AM,09:58 PM,05:02 AM,08:02 PM,9,18,19,18,10,57,58,5.9,1013,25,9,240,7
2019-07-05,26,13,0.0,14.5,1,1,16,08:15 AM,10:39 PM,05:02 AM,08:02 PM,7,20,20,20,7,11,47,1.9,1018,26,10,311,5
2019-07-06,30,16,0.0,14.5,1,1,24,09:29 AM,11:16 PM,05:03 AM,08:02 PM,4,23,23,24,7,12,29,0.0,1016,30,10,241,5
2019-07-07,31,19,0.0,14.5,1,1,31,10:41 AM,11:48 PM,05:03 AM,08:01 PM,0,25,25,25,28,11,20,0.0,1011,31,10,200,19
2019-07-08,27,16,0.0,11.4,1,1,38,11:53 AM,No moonset,05:04 AM,08:01 PM,6,22,22,22,16,36,37,0.4,1010,27,10,262,10
2019-07-09,29,16,0.0,14.5,1,1,45,01:02 PM,12:18 AM,05:05 AM,08:01 PM,7,23,23,23,8,6,38,0.0,1015,29,10,277,6
2019-07-10,34,18,0.0,14.5,1,1,53,02:09 PM,12:49 AM,05:05 AM,08:00 PM,3,26,26,26,15,4,24,0.0,1017,34,10,211,10
2019-07-11,34,21,0.0,14.5,1,1,60,03:17 PM,01:20 AM,05:06 AM,08:00 PM,2,27,27,28,25,18,19,0.1,1016,34,10,245,15
2019-07-12,35,20,0.0,14.5,1,1,67,04:22 PM,01:53 AM,05:07 AM,07:59 PM,5,28,28,28,17,14,25,0.1,1014,35,10,243,11
2019-07-13,31,22,0.0,13.4,1,1,74,05:25 PM,02:30 AM,05:08 AM,07:59 PM,8,26,26,26,20,34,33,1.3,1014,31,10,153,13
2019-07-14,33,19,0.0,14.5,1,1,82,06:24 PM,03:12 AM,05:08 AM,07:58 PM,8,25,25,26,17,31,34,0.6,1014,33,10,225,11
2019-07-15,33,20,0.0,14.5,1,1,89,07:18 PM,03:59 AM,05:09 AM,07:58 PM,4,27,27,28,17,16,23,0.0,1012,33,10,257,11
2019-07-16,32,20,0.0,14.5,1,1,96,08:06 PM,04:51 AM,05:10 AM,07:57 PM,4,26,26,27,8,2,24,0.0,1009,32,10,267,6
2019-07-17,30,17,0.0,14.5,1,1,100,08:47 PM,05:46 AM,05:11 AM,07:57 PM,7,24,24,24,8,6,36,0.0,1010,30,10,302,5
2019-07-18,34,20,0.0,14.4,1,1,89,09:23 PM,06:44 AM,05:12 AM,07:56 PM,1,27,27,27,20,1,19,0.0,1009,34,10,235,13
2019-07-19,33,20,0.0,14.4,1,1,82,09:54 PM,07:43 AM,05:12 AM,07:55 PM,-0,26,26,27,22,1,17,0.0,1008,33,10,256,14
2019-07-20,30,17,0.0,14.4,1,1,75,10:22 PM,08:41 AM,05:13 AM,07:54 PM,6,24,24,24,8,4,32,0.0,1010,30,10,299,6
2019-07-21,33,20,0.0,14.4,1,1,67,10:48 PM,09:39 AM,05:14 AM,07:54 PM,5,27,27,27,10,2,25,0.0,1012,33,10,245,7
2019-07-22,35,21,0.0,14.4,1,1,60,11:14 PM,10:37 AM,05:15 AM,07:53 PM,3,29,29,29,13,8,21,0.0,1014,35,10,242,9
2019-07-23,36,22,0.0,14.4,1,1,53,11:39 PM,11:36 AM,05:16 AM,07:52 PM,3,28,28,29,18,17,20,0.0,1015,36,10,251,12
2019-07-24,32,21,0.0,14.3,1,1,46,No moonrise,12:34 PM,05:17 AM,07:51 PM,9,28,28,27,16,31,34,0.1,1016,32,10,291,11
2019-07-25,31,19,0.0,14.3,1,1,38,12:05 AM,01:36 PM,05:18 AM,07:50 PM,10,26,26,26,11,21,40,0.0,1016,31,10,269,8
2019-07-26,31,19,0.0,14.3,1,1,31,12:34 AM,02:38 PM,05:19 AM,07:49 PM,11,25,25,25,13,30,45,6.5,1017,31,10,152,9
2019-07-27,28,19,0.0,12.3,1,1,24,01:08 AM,03:44 PM,05:20 AM,07:49 PM,13,24,24,23,10,46,54,5.5,1017,28,9,280,7
2019-07-28,31,19,0.0,14.3,1,1,16,01:48 AM,04:50 PM,05:20 AM,07:48 PM,8,25,25,26,10,1,35,0.0,1018,31,10,283,7
2019-07-29,34,21,0.0,14.3,1,1,9,02:36 AM,05:54 PM,05:21 AM,07:47 PM,5,27,27,28,16,16,24,0.0,1012,34,10,225,11
2019-07-30,35,21,0.0,14.2,1,1,2,03:34 AM,06:54 PM,05:22 AM,07:46 PM,3,28,28,29,19,4,21,0.0,1010,35,10,253,11
2019-07-31,31,21,0.0,14.2,1,1,0,04:39 AM,07:47 PM,05:23 AM,07:45 PM,9,26,26,26,28,38,36,0.1,1014,31,10,181,18
2019-08-01,29,17,0.0,14.2,1,1,0,05:53 AM,08:33 PM,05:24 AM,07:43 PM,11,24,24,23,14,17,49,0.1,1016,29,10,260,9
2019-08-02,33,20,0.0,14.2,1,1,5,07:08 AM,09:13 PM,05:25 AM,07:42 PM,9,27,27,27,12,11,33,0.4,1016,33,10,252,8
